ruler,config,block_id,chapter_id,side,role,term_ids,form,start,end,surface,credited,context
registry,S1,d2l_preliminaries_linear_algebra_b074,d2l_preliminaries,target,active,registry:tensor,tensor,22,28,tensor,true,"[**Nhân hoặc cộng một [[tensor]] với một vô hướng**] cũng không làm thay đổi hình dạng của tensor, tro"
registry,S1,d2l_preliminaries_linear_algebra_b074,d2l_preliminaries,target,active,registry:scalar,vô hướng,37,45,vô hướng,true,"[**Nhân hoặc cộng một tensor với một [[vô hướng]]**] cũng không làm thay đổi hình dạng của tensor, trong đó mỗi phần tử"
registry,S1,d2l_preliminaries_linear_algebra_b074,d2l_preliminaries,target,shadow,registry:zero,không,54,59,không,false,"[**Nhân hoặc cộng một tensor với một vô hướng**] cũng [[không]] làm thay đổi hình dạng của tensor, trong đó mỗi phần tử của tensor to"
registry,S1,d2l_preliminaries_linear_algebra_b074,d2l_preliminaries,target,active,registry:shape,hình dạng,73,82,hình dạng,true,"Nhân hoặc cộng một tensor với một vô hướng**] cũng không làm thay đổi [[hình dạng]] của tensor, trong đó mỗi phần tử của tensor toán hạng sẽ được cộng ho"
registry,S1,d2l_preliminaries_linear_algebra_b074,d2l_preliminaries,target,active,registry:tensor,tensor,87,93,tensor,true," một tensor với một vô hướng**] cũng không làm thay đổi hình dạng của [[tensor]], trong đó mỗi phần tử của tensor toán hạng sẽ được cộng hoặc nhân với"
registry,S1,d2l_preliminaries_linear_algebra_b074,d2l_preliminaries,target,active,registry:element,phần tử,108,115,phần tử,true,"ô hướng**] cũng không làm thay đổi hình dạng của tensor, trong đó mỗi [[phần tử]] của tensor toán hạng sẽ được cộng hoặc nhân với vô hướng đó."
registry,S1,d2l_preliminaries_linear_algebra_b074,d2l_preliminaries,target,active,registry:operand tensor,tensor toán hạng,120,136,tensor toán hạng,true,"ũng không làm thay đổi hình dạng của tensor, trong đó mỗi phần tử của [[tensor toán hạng]] sẽ được cộng hoặc nhân với vô hướng đó."
registry,S1,d2l_preliminaries_linear_algebra_b074,d2l_preliminaries,target,shadow,registry:nucleus,nhân,155,159,nhân,false,"a tensor, trong đó mỗi phần tử của tensor toán hạng sẽ được cộng hoặc [[nhân]] với vô hướng đó."
registry,S1,d2l_preliminaries_linear_algebra_b074,d2l_preliminaries,target,active,registry:scalar,vô hướng,164,172,vô hướng,true, trong đó mỗi phần tử của tensor toán hạng sẽ được cộng hoặc nhân với [[vô hướng]] đó.
registry,S1,d2l_preliminaries_linear_algebra_b078,d2l_preliminaries,source,denominator,registry:reduction,Reduction,3,12,Reduction,true,"## [[Reduction]]
:label:`subseq_lin-alg-reduction`"
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,source,denominator,registry:tensors,tensors,56,63,tensors,true,"One useful operation that we can perform with arbitrary [[tensors]]
is to
calculate [**the sum of their elements.**]
In mathematical nota"
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,source,denominator,registry:sum,sum,87,90,sum,true,"ion that we can perform with arbitrary tensors
is to
calculate [**the [[sum]] of their elements.**]
In mathematical notation, we express sums using"
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,source,denominator,registry:sum,sum,195,198,sum,true,"cal notation, we express sums using the $\sum$ symbol.
To express the [[sum]] of the elements in a vector $\mathbf{x}$ of length $d$,
we write $\su"
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,source,denominator,registry:sum,sum,343,346,sum,true,"1}^d x_i$.
In code, we can just call the function for calculating the [[sum]]."
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,source,denominator,registry:elements,elements,100,108,elements,true,"an perform with arbitrary tensors
is to
calculate [**the sum of their [[elements]].**]
In mathematical notation, we express sums using the $\sum$ symbol"
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,source,denominator,registry:elements,elements,206,214,elements,true,"n, we express sums using the $\sum$ symbol.
To express the sum of the [[elements]] in a vector $\mathbf{x}$ of length $d$,
we write $\sum_{i=1}^d x_i$.
"
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,source,denominator,registry:vector,vector,220,226,vector,true,"sums using the $\sum$ symbol.
To express the sum of the elements in a [[vector]] $\mathbf{x}$ of length $d$,
we write $\sum_{i=1}^d x_i$.
In code, we "
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,source,denominator,registry:length,length,243,249,length,true,"ymbol.
To express the sum of the elements in a vector $\mathbf{x}$ of [[length]] $d$,
we write $\sum_{i=1}^d x_i$.
In code, we can just call the funct"
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,source,denominator,registry:function,function,314,322,function,true,"ength $d$,
we write $\sum_{i=1}^d x_i$.
In code, we can just call the [[function]] for calculating the sum."
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,target,active,registry:tensors,các tensor,55,65,các tensor,true,Một phép toán hữu ích mà chúng ta có thể thực hiện với [[các tensor]] bất kỳ là tính [**tổng các phần tử của chúng.**] Trong ký hiệu toán h
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,target,active,registry:elements,phần tử,93,100,phần tử,true,"à chúng ta có thể thực hiện với các tensor bất kỳ là tính [**tổng các [[phần tử]] của chúng.**] Trong ký hiệu toán học, chúng ta biểu diễn tổng bằng ký"
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,target,shadow,registry:mathematics,toán học,129,137,toán học,false,"tensor bất kỳ là tính [**tổng các phần tử của chúng.**] Trong ký hiệu [[toán học]], chúng ta biểu diễn tổng bằng ký hiệu $[1m\sum[0m$. Để biểu diễn tổ"
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,target,shadow,registry:representation,biểu diễn,148,157,biểu diễn,false,"nh [**tổng các phần tử của chúng.**] Trong ký hiệu toán học, chúng ta [[biểu diễn]] tổng bằng ký hiệu $[1m\sum[0m$. Để biểu diễn tổng các phần tử trong"
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,target,shadow,registry:representation,biểu diễn,195,204,biểu diễn,false,"iệu toán học, chúng ta biểu diễn tổng bằng ký hiệu $[1m\sum[0m$. Để [[biểu diễn]] tổng các phần tử trong một vectơ $[1mx[0m$ có độ dài $d$, ta viết $"
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,target,active,registry:elements,phần tử,214,221,phần tử,true," ta biểu diễn tổng bằng ký hiệu $[1m\sum[0m$. Để biểu diễn tổng các [[phần tử]] trong một vectơ $[1mx[0m$ có độ dài $d$, ta viết $[1m\sum_{i=1}^d "
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,target,active,registry:vector,vectơ,232,237,vectơ,true," bằng ký hiệu $[1m\sum[0m$. Để biểu diễn tổng các phần tử trong một [[vectơ]] $[1mx[0m$ có độ dài $d$, ta viết $[1m\sum_{i=1}^d x_i[0m$. Trong "
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,target,active,registry:length,độ dài,253,259,độ dài,true,"um[0m$. Để biểu diễn tổng các phần tử trong một vectơ $[1mx[0m$ có [[độ dài]] $d$, ta viết $[1m\sum_{i=1}^d x_i[0m$. Trong mã, ta chỉ cần gọi hàm"
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,target,active,registry:function,hàm,326,329,hàm,true,"dài $d$, ta viết $[1m\sum_{i=1}^d x_i[0m$. Trong mã, ta chỉ cần gọi [[hàm]] tính tổng."
registry,S1,d2l_preliminaries_linear_algebra_b079,d2l_preliminaries,target,active,registry:sum,tổng,335,339,tổng,true,"ta viết $[1m\sum_{i=1}^d x_i[0m$. Trong mã, ta chỉ cần gọi hàm tính [[tổng]]."
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,source,denominator,registry:elements,elements,32,40,elements,true,"We can express [**sums over the [[elements]] of tensors of arbitrary shape.**]
For example, the sum of the element"
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,source,denominator,registry:elements,elements,103,111,elements,true,"lements of tensors of arbitrary shape.**]
For example, the sum of the [[elements]] of an $m \times n$ matrix $\mathbf{A}$ could be written $\sum_{i=1}^{"
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,source,denominator,registry:tensors,tensors,44,51,tensors,true,"We can express [**sums over the elements of [[tensors]] of arbitrary shape.**]
For example, the sum of the elements of an $m "
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,source,denominator,registry:shape,shape,65,70,shape,true,"We can express [**sums over the elements of tensors of arbitrary [[shape]].**]
For example, the sum of the elements of an $m \times n$ matrix $\"
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,source,denominator,registry:example,example,79,86,example,true,"press [**sums over the elements of tensors of arbitrary shape.**]
For [[example]], the sum of the elements of an $m \times n$ matrix $\mathbf{A}$ could"
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,source,denominator,registry:sum,sum,92,95,sum,true," over the elements of tensors of arbitrary shape.**]
For example, the [[sum]] of the elements of an $m \times n$ matrix $\mathbf{A}$ could be writt"
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,source,denominator,registry:matrix,matrix,131,137,matrix,true,"ary shape.**]
For example, the sum of the elements of an $m \times n$ [[matrix]] $\mathbf{A}$ could be written $\sum_{i=1}^{m} \sum_{j=1}^{n} a_{ij}$."
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,target,shadow,registry:representation,biểu diễn,16,25,biểu diễn,false,Chúng ta có thể [[biểu diễn]] [**các tổng trên các phần tử của tensor có hình dạng bất kỳ.**] Ví dụ
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,target,active,registry:sum,tổng,33,37,tổng,true,"Chúng ta có thể biểu diễn [**các [[tổng]] trên các phần tử của tensor có hình dạng bất kỳ.**] Ví dụ, tổng các p"
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,target,active,registry:elements,phần tử,47,54,phần tử,true,"Chúng ta có thể biểu diễn [**các tổng trên các [[phần tử]] của tensor có hình dạng bất kỳ.**] Ví dụ, tổng các phần tử của một ma"
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,target,active,registry:tensors,tensor,59,65,tensor,true,"Chúng ta có thể biểu diễn [**các tổng trên các phần tử của [[tensor]] có hình dạng bất kỳ.**] Ví dụ, tổng các phần tử của một ma trận $m \t"
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,target,active,registry:shape,hình dạng,69,78,hình dạng,true,"Chúng ta có thể biểu diễn [**các tổng trên các phần tử của tensor có [[hình dạng]] bất kỳ.**] Ví dụ, tổng các phần tử của một ma trận $m \times n$ $[1m"
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,target,active,registry:example,ví dụ,90,95,Ví dụ,true," diễn [**các tổng trên các phần tử của tensor có hình dạng bất kỳ.**] [[Ví dụ]], tổng các phần tử của một ma trận $m \times n$ $[1mA[0m$ có thể đượ"
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,target,active,registry:elements,phần tử,106,113,phần tử,true,"g trên các phần tử của tensor có hình dạng bất kỳ.**] Ví dụ, tổng các [[phần tử]] của một ma trận $m \times n$ $[1mA[0m$ có thể được viết là $[1m\su"
registry,S1,d2l_preliminaries_linear_algebra_b083,d2l_preliminaries,target,active,registry:matrix,ma trận,122,129,ma trận,true,"tử của tensor có hình dạng bất kỳ.**] Ví dụ, tổng các phần tử của một [[ma trận]] $m \times n$ $[1mA[0m$ có thể được viết là $[1m\sum_{i=1}^{m} \sum"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:function,function,25,33,function,true,"By default, invoking the [[function]] for calculating the sum
*reduces* a tensor along all its axes to a sc"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:function,function,337,345,function,true,"ng up elements of all the rows,
we specify `axis=0` when invoking the [[function]].
Since the input matrix reduces along axis 0 to generate the output v"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:sum,sum,54,57,sum,true,"By default, invoking the function for calculating the [[sum]]
*reduces* a tensor along all its axes to a scalar.
We can also [**spe"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:tensor,tensor,70,76,tensor,true,"By default, invoking the function for calculating the sum
*reduces* a [[tensor]] along all its axes to a scalar.
We can also [**specify the axes along"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:tensor,tensor,157,163,tensor,true,"its axes to a scalar.
We can also [**specify the axes along which the [[tensor]] is reduced via summation.**]
Take matrices as an example.
To reduce t"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:axes,axes,91,95,axes,true,"the function for calculating the sum
*reduces* a tensor along all its [[axes]] to a scalar.
We can also [**specify the axes along which the tensor i"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:axes,axes,136,140,axes,true,"* a tensor along all its axes to a scalar.
We can also [**specify the [[axes]] along which the tensor is reduced via summation.**]
Take matrices as "
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:scalar,scalar,101,107,scalar,true,"on for calculating the sum
*reduces* a tensor along all its axes to a [[scalar]].
We can also [**specify the axes along which the tensor is reduced vi"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:matrices,matrices,198,206,matrices,true,"ify the axes along which the tensor is reduced via summation.**]
Take [[matrices]] as an example.
To reduce the row dimension (axis 0) by summing up ele"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:example,example,213,220,example,true,"ong which the tensor is reduced via summation.**]
Take matrices as an [[example]].
To reduce the row dimension (axis 0) by summing up elements of all t"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:row,row,236,239,row,true," reduced via summation.**]
Take matrices as an example.
To reduce the [[row]] dimension (axis 0) by summing up elements of all the rows,
we specify"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:dimension,dimension,240,249,dimension,true,"uced via summation.**]
Take matrices as an example.
To reduce the row [[dimension]] (axis 0) by summing up elements of all the rows,
we specify `axis=0` "
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:dimension,dimension,426,435,dimension,true," input matrix reduces along axis 0 to generate the output vector,
the [[dimension]] of axis 0 of the input is lost in the output shape."
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:axis,axis,251,255,axis,true,"mmation.**]
Take matrices as an example.
To reduce the row dimension ([[axis]] 0) by summing up elements of all the rows,
we specify `axis=0` when i"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:axis,axis,384,388,axis,true,"s=0` when invoking the function.
Since the input matrix reduces along [[axis]] 0 to generate the output vector,
the dimension of axis 0 of the input"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:axis,axis,439,443,axis,true," reduces along axis 0 to generate the output vector,
the dimension of [[axis]] 0 of the input is lost in the output shape."
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:elements,elements,273,281,elements,true,"ces as an example.
To reduce the row dimension (axis 0) by summing up [[elements]] of all the rows,
we specify `axis=0` when invoking the function.
Sinc"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:rows,rows,293,297,rows,true,"o reduce the row dimension (axis 0) by summing up elements of all the [[rows]],
we specify `axis=0` when invoking the function.
Since the input matr"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:input,input,357,362,input,true,"l the rows,
we specify `axis=0` when invoking the function.
Since the [[input]] matrix reduces along axis 0 to generate the output vector,
the dimens"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:input,input,453,458,input,true," axis 0 to generate the output vector,
the dimension of axis 0 of the [[input]] is lost in the output shape."
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:matrix,matrix,363,369,matrix,true,"rows,
we specify `axis=0` when invoking the function.
Since the input [[matrix]] reduces along axis 0 to generate the output vector,
the dimension of "
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:output,output,407,413,output,true,"function.
Since the input matrix reduces along axis 0 to generate the [[output]] vector,
the dimension of axis 0 of the input is lost in the output sh"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:output,output,474,480,output,true,"he output vector,
the dimension of axis 0 of the input is lost in the [[output]] shape."
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:vector,vector,414,420,vector,true,"n.
Since the input matrix reduces along axis 0 to generate the output [[vector]],
the dimension of axis 0 of the input is lost in the output shape."
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,source,denominator,registry:shape,shape,481,486,shape,true,"ut vector,
the dimension of axis 0 of the input is lost in the output [[shape]]."
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,active,registry:function,hàm,23,26,hàm,true,"Theo mặc định, khi gọi [[hàm]] tính tổng, nó sẽ *giảm* một tensor theo tất cả các trục của nó xuống "
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,active,registry:sum,tổng,32,36,tổng,true,"Theo mặc định, khi gọi hàm tính [[tổng]], nó sẽ *giảm* một tensor theo tất cả các trục của nó xuống còn một vô"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,shadow,registry:reduction,giảm,45,49,giảm,false,"Theo mặc định, khi gọi hàm tính tổng, nó sẽ *[[giảm]]* một tensor theo tất cả các trục của nó xuống còn một vô hướng. Chúng"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,active,registry:tensor,tensor,55,61,tensor,true,"Theo mặc định, khi gọi hàm tính tổng, nó sẽ *giảm* một [[tensor]] theo tất cả các trục của nó xuống còn một vô hướng. Chúng ta cũng có "
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,collision,registry:axes | registry:axis,trục,78,82,trục,false," định, khi gọi hàm tính tổng, nó sẽ *giảm* một tensor theo tất cả các [[trục]] của nó xuống còn một vô hướng. Chúng ta cũng có thể [**chỉ định các t"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,active,registry:scalar,vô hướng,104,112,vô hướng,true,"ng, nó sẽ *giảm* một tensor theo tất cả các trục của nó xuống còn một [[vô hướng]]. Chúng ta cũng có thể [**chỉ định các trục mà theo đó tensor được giả"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,collision,registry:axes | registry:axis,trục,151,155,trục,false,c của nó xuống còn một vô hướng. Chúng ta cũng có thể [**chỉ định các [[trục]] mà theo đó tensor được giảm bằng phép cộng.**] Lấy ma trận làm ví dụ.
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,active,registry:tensor,tensor,167,173,tensor,true,òn một vô hướng. Chúng ta cũng có thể [**chỉ định các trục mà theo đó [[tensor]] được giảm bằng phép cộng.**] Lấy ma trận làm ví dụ. Để giảm chiều hàn
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,shadow,registry:reduction,giảm,179,183,giảm,false,ớng. Chúng ta cũng có thể [**chỉ định các trục mà theo đó tensor được [[giảm]] bằng phép cộng.**] Lấy ma trận làm ví dụ. Để giảm chiều hàng (axis 0)
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,collision,registry:matrices | registry:matrix,ma trận,207,214,ma trận,false,*chỉ định các trục mà theo đó tensor được giảm bằng phép cộng.**] Lấy [[ma trận]] làm ví dụ. Để giảm chiều hàng (axis 0) bằng cách cộng các phần tử của
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,active,registry:example,ví dụ,219,224,ví dụ,true,c trục mà theo đó tensor được giảm bằng phép cộng.**] Lấy ma trận làm [[ví dụ]]. Để giảm chiều hàng (axis 0) bằng cách cộng các phần tử của tất cả cá
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,shadow,registry:reduction,giảm,229,233,giảm,false,"theo đó tensor được giảm bằng phép cộng.**] Lấy ma trận làm ví dụ. Để [[giảm]] chiều hàng (axis 0) bằng cách cộng các phần tử của tất cả các hàng, t"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,collision,registry:axes | registry:axis | registry:dimension,chiều,234,239,chiều,false,"đó tensor được giảm bằng phép cộng.**] Lấy ma trận làm ví dụ. Để giảm [[chiều]] hàng (axis 0) bằng cách cộng các phần tử của tất cả các hàng, ta chỉ "
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,collision,registry:row | registry:rows,hàng,240,244,hàng,false,"sor được giảm bằng phép cộng.**] Lấy ma trận làm ví dụ. Để giảm chiều [[hàng]] (axis 0) bằng cách cộng các phần tử của tất cả các hàng, ta chỉ định "
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,shadow,registry:zero | registry:zeros,0,251,252,0,false,"ảm bằng phép cộng.**] Lấy ma trận làm ví dụ. Để giảm chiều hàng (axis [[0]]) bằng cách cộng các phần tử của tất cả các hàng, ta chỉ định `axis=0`"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,active,registry:elements,phần tử,273,280,phần tử,true,"Lấy ma trận làm ví dụ. Để giảm chiều hàng (axis 0) bằng cách cộng các [[phần tử]] của tất cả các hàng, ta chỉ định `axis=0` khi gọi hàm. Vì đầu vào là "
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,collision,registry:row | registry:rows,hàng,296,300,hàng,false,"Để giảm chiều hàng (axis 0) bằng cách cộng các phần tử của tất cả các [[hàng]], ta chỉ định `axis=0` khi gọi hàm. Vì đầu vào là ma trận được giảm th"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,active,registry:function,hàm,331,334,hàm,true,"ch cộng các phần tử của tất cả các hàng, ta chỉ định `axis=0` khi gọi [[hàm]]. Vì đầu vào là ma trận được giảm theo axis 0 để tạo ra đầu ra là vect"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,active,registry:input,đầu vào,339,346,đầu vào,true,"các phần tử của tất cả các hàng, ta chỉ định `axis=0` khi gọi hàm. Vì [[đầu vào]] là ma trận được giảm theo axis 0 để tạo ra đầu ra là vectơ, chiều của"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,collision,registry:matrices | registry:matrix,ma trận,350,357,ma trận,false," của tất cả các hàng, ta chỉ định `axis=0` khi gọi hàm. Vì đầu vào là [[ma trận]] được giảm theo axis 0 để tạo ra đầu ra là vectơ, chiều của axis 0 của"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,shadow,registry:reduction,giảm,363,367,giảm,false,"ác hàng, ta chỉ định `axis=0` khi gọi hàm. Vì đầu vào là ma trận được [[giảm]] theo axis 0 để tạo ra đầu ra là vectơ, chiều của axis 0 của đầu vào b"
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,shadow,registry:zero | registry:zeros,0,378,379,0,false," định `axis=0` khi gọi hàm. Vì đầu vào là ma trận được giảm theo axis [[0]] để tạo ra đầu ra là vectơ, chiều của axis 0 của đầu vào bị mất trong "
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,active,registry:output,đầu ra,390,396,đầu ra,true,"0` khi gọi hàm. Vì đầu vào là ma trận được giảm theo axis 0 để tạo ra [[đầu ra]] là vectơ, chiều của axis 0 của đầu vào bị mất trong hình dạng đầu ra."
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,active,registry:vector,vectơ,400,405,vectơ,true," hàm. Vì đầu vào là ma trận được giảm theo axis 0 để tạo ra đầu ra là [[vectơ]], chiều của axis 0 của đầu vào bị mất trong hình dạng đầu ra."
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,collision,registry:axes | registry:axis | registry:dimension,chiều,407,412,chiều,false,"ì đầu vào là ma trận được giảm theo axis 0 để tạo ra đầu ra là vectơ, [[chiều]] của axis 0 của đầu vào bị mất trong hình dạng đầu ra."
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,shadow,registry:zero | registry:zeros,0,422,423,0,false," trận được giảm theo axis 0 để tạo ra đầu ra là vectơ, chiều của axis [[0]] của đầu vào bị mất trong hình dạng đầu ra."
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,active,registry:input,đầu vào,428,435,đầu vào,true,"được giảm theo axis 0 để tạo ra đầu ra là vectơ, chiều của axis 0 của [[đầu vào]] bị mất trong hình dạng đầu ra."
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,active,registry:shape,hình dạng,449,458,hình dạng,true," để tạo ra đầu ra là vectơ, chiều của axis 0 của đầu vào bị mất trong [[hình dạng]] đầu ra."
registry,S1,d2l_preliminaries_linear_algebra_b087,d2l_preliminaries,target,active,registry:output,đầu ra,459,465,đầu ra,true," đầu ra là vectơ, chiều của axis 0 của đầu vào bị mất trong hình dạng [[đầu ra]]."
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,source,denominator,registry:column dimension,column dimension,36,52,column dimension,true,"Specifying
`axis=1` will reduce the [[column dimension]] (axis 1) by summing up elements of all the columns.
Thus, the dimensi"
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,source,denominator,registry:axis 1,axis 1,54,60,axis 1,true,"Specifying
`axis=1` will reduce the column dimension ([[axis 1]]) by summing up elements of all the columns.
Thus, the dimension of ax"
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,source,denominator,registry:axis 1,axis 1,128,134,axis 1,true," 1) by summing up elements of all the columns.
Thus, the dimension of [[axis 1]] of the input is lost in the output shape."
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,source,denominator,registry:elements,elements,76,84,elements,true,"ying
`axis=1` will reduce the column dimension (axis 1) by summing up [[elements]] of all the columns.
Thus, the dimension of axis 1 of the input is los"
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,source,denominator,registry:columns,columns,96,103,columns,true,"educe the column dimension (axis 1) by summing up elements of all the [[columns]].
Thus, the dimension of axis 1 of the input is lost in the output sha"
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,source,denominator,registry:dimension,dimension,115,124,dimension,true,"mension (axis 1) by summing up elements of all the columns.
Thus, the [[dimension]] of axis 1 of the input is lost in the output shape."
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,source,denominator,registry:input,input,142,147,input,true," up elements of all the columns.
Thus, the dimension of axis 1 of the [[input]] is lost in the output shape."
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,source,denominator,registry:output,output,163,169,output,true,"he columns.
Thus, the dimension of axis 1 of the input is lost in the [[output]] shape."
registry,S1,d2l_preliminaries_linear_algebra_b091,d2l_preliminaries,source,denominator,registry:shape,shape,170,175,shape,true,"mns.
Thus, the dimension of axis 1 of the input is lost in the output [[shape]]."
